Name,Year,Score,Genre,Language,Budget,Revenue,Profit
Doraemon: Nobita and the New Steel Troops: Winged Angels,2011-03-05,73.0,"Animation,Adventure,Family,Science Fiction", Japanese,138400000.0,649122426.2,510722426.20000005
An Affair: My Wife's Friend 2,2019-08-09,0.0,, Korean,167540000.0,175269998.8,7729998.800000012
Steins;Gate: The Movie - Load Region of Déjà Vu,2013-04-20,76.0,"Science Fiction,Animation,Drama", Japanese,23150365.4,4843719.0,-18306646.4
Inazuma Eleven: The Movie,2010-12-23,76.0,"Fantasy,Animation", Japanese,83800000.0,723604087.4,639804087.4
The Night Eats the World,2018-03-07,61.0,"Drama,Horror,Thriller", French,214800000.0,692152526.4,477352526.4
The Secret in Their Eyes,2010-05-27,80.0,"Crime,Mystery,Thriller,Romance,Drama"," Spanish, Castilian",2000000.0,33965843.0,31965843.0
The Secret of the Magic Gourd,2008-07-18,74.0,"Drama,Family,Fantasy", Chinese,61460000.0,550973851.0,489513851.0
The Ages of Lulu,1990-12-03,63.0,Drama," Spanish, Castilian",87000000.0,416389640.0,329389640.0
Burn Out,2018-01-03,68.0,"Action,Thriller", French,105000000.0,205189611.0,100189611.0
Be My Master,2018-09-29,69.0,, Japanese,111600000.0,831760336.2,720160336.2
Musume Bugyo On-na Ro Hisho,1995-03-24,25.0,, Japanese,12001040.0,38139010.0,26137970.0
Pokémon the Movie: Diancie and the Cocoon of Destruction,2014-11-08,66.0,"Animation,Family,Adventure,Action,Comedy,Drama", Japanese,24720400.0,245461189.2,220740789.2
Bleach the Movie: Memories of Nobody,2006-12-16,69.0,"Fantasy,Animation,Science Fiction", Japanese,73220050.0,1238072.0,-71981978.0
Melancholie der Engel,2009-05-01,41.0,"Drama,Fantasy,Horror,Mystery,Thriller,Adventure,Romance,Crime", German,101800000.0,858637629.0,756837629.0
Doraemon: Nobita and the Galaxy Super-express,1996-03-02,80.0,"Animation,Science Fiction,Action", Japanese,178000000.0,1153194949.4,975194949.4000001
Master and Man,2019-07-18,43.0,Drama, Korean,86500000.0,171913639.0,85413639.0
The Girl Next Door,2017-03-21,50.0,Romance, Korean,25000000.0,31635150.0,6635150.0
We Are the Nobles,2013-03-28,79.0,Comedy," Spanish, Castilian",2000000.0,26433651.0,24433651.0
Nineteen: Shh! No Imagining!,2015-04-20,50.0,"Drama,Romance,Comedy", Korean,184000000.0,759819734.6,575819734.6
Woochi: The Demon Slayer,2009-12-23,66.0,"Adventure,Action,Comedy,Fantasy", Korean,12000000.0,263499349.0,251499349.0
Jack and the Cuckoo-Clock Heart,2014-02-05,72.0,"Animation,Romance,Adventure,Drama,Fantasy", French,33746302.0,3445000.0,-30301302.0
The Villainess,2017-06-29,68.0,"Action,Crime,Drama,Thriller", Korean,125000.0,8737458.0,8612458.0
Cowboy Bebop: The Movie,2003-01-17,77.0,"Action,Animation,Science Fiction", Japanese,132000000.0,782538445.4,650538445.4
A Forbidden God,2013-06-14,68.0,"Drama,War,History"," Spanish, Castilian",128000000.0,606292496.0,478292496.0
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012-06-23,75.0,"Action,Adventure,Drama,Fantasy,Animation", Japanese,126000000.0,596470113.4,470470113.4
Flower & Snake 3,2010-08-28,59.0,"Drama,Romance,Thriller", Japanese,119100000.0,298947444.2,179847444.2
Hellhole: Inmate 611,2007-01-25,35.0,Drama, Japanese,47270000.0,329856760.8,282586760.8
Desire,2017-10-05,59.0,"Romance,Drama"," Spanish, Castilian",162100000.0,437846475.2,275746475.2
Porno,2006-03-10,40.0,Documentary," Spanish, Castilian",118800000.0,842846355.6,724046355.6
Possession,2014-06-15,74.0,Horror, French,25000000.0,14805812.0,-10194188.0
The Blackout,2019-11-21,64.0,"Thriller,Science Fiction,Action", Russian,7418531.4,2746207.0,-4672324.4
Battle Angel,1993-06-21,68.0,"Animation,Action,Science Fiction", Japanese,150600000.0,343946197.6,193346197.60000002
Fall in Love at First Kiss,2019-02-14,66.0,"Romance,Comedy", Chinese,66240000.0,320425004.6,254185004.60000002
Cardcaptor Sakura: The Sealed Card,2000-07-15,82.0,"Comedy,Animation,Adventure,Fantasy,Romance,Action", Japanese,99200000.0,672933913.6,573733913.6
In My Father's Garden,2016-02-25,63.0,Drama," Dutch, Flemish",87000000.0,416389640.0,329389640.0
An Affair: My Friend's Mom,2017-08-24,40.0,"Romance,Drama", Korean,112800000.0,836011985.4,723211985.4
Steamboy,2004-09-16,68.0,"Animation,Fantasy,Science Fiction", Japanese,20000000.0,10468867.0,-9531133.0
Fist of Legend,1994-12-22,75.0,Action, Chinese,9265000.0,1907743.0,-7357257.0
The Extraordinary Adventures of Adèle Blanc-Sec,2010-04-14,61.0,"Fantasy,Adventure,Action,Mystery", French,25000000.0,34100000.0,9100000.0
In This Corner of the World,2017-08-27,80.0,"Drama,Animation,Romance,War,History", Japanese,16376556.2,19496308.0,3119751.8000000007
Rosario Tijeras,2005-08-12,62.0,"Crime,Romance,Drama"," Spanish, Castilian",130600000.0,893441907.4,762841907.4
Yu-Gi-Oh!: Bonds Beyond Time,2010-01-23,60.0,"Animation,Fantasy", Japanese,2017928.0,113478018.4,111460090.4
T-34,2018-12-27,71.0,"War,Action,Drama,History", Russian,10000000.0,39526616.0,29526616.0
Big Fish & Begonia,2016-07-08,74.0,"Animation,Adventure,Fantasy", Chinese,4531653.0,84552250.0,80020597.0
My Friend's Mom,2016-11-12,34.0,Romance, Korean,54640000.0,329856760.8,275216760.8
Silenced,2011-09-22,81.0,Drama, Korean,2200000.0,31500000.0,29300000.0
To Her,2017-02-28,65.0,"Drama,Romance", Korean,47300000.0,456745382.2,409445382.2
Amen.,2002-02-27,70.0,"Drama,History", French,55200000.0,280089513.4,224889513.39999998
Russian Mom,2016-07-28,48.0,"Drama,Romance", Korean,104000000.0,665830147.0,561830147.0
Mary and The Witch's Flower,2017-07-08,71.0,"Fantasy,Adventure,Animation,Family", Japanese,24322800.0,42170089.0,17847289.0
Robinson Crusoe,2016-02-04,58.0,"Animation,Adventure,Comedy,Family", German,13000000.0,42446455.0,29446455.0
Tamako Love Story,2014-04-26,71.0,"Romance,Animation,Comedy", Japanese,147000000.0,727514937.4,580514937.4
Close to the Horizon,2019-10-10,79.0,"Drama,Romance", German,82000000.0,451733161.2,369733161.2
Final Fantasy VII: Advent Children,2005-07-14,71.0,"Animation,Action,Adventure,Fantasy,Science Fiction", Japanese,122000000.0,422965060.0,300965060.0
A Good Lawyer's Wife,2003-08-14,61.0,"Drama,Crime", Korean,39400000.0,343212876.6,303812876.6
The Untold Story 2,1998-04-25,49.0,Thriller, Cantonese,70200000.0,716958659.0,646758659.0
Gantz: Perfect Answer,2011-09-13,68.0,"Action,Mystery,Science Fiction,Horror", Japanese,95380000.0,711465423.2,616085423.2
The Forbidden Legend: Sex & Chopsticks,2008-09-19,57.0,"Comedy,Drama,Romance", Cantonese,123000000.0,644020233.2,521020233.20000005
New Initial D the Movie - Legend 2: Racer,2015-05-23,82.0,"Animation,Drama,Action", Japanese,153000000.0,436172371.4,283172371.4
One Piece: Strong World,2009-12-12,75.0,"Animation,Fantasy,Adventure", Japanese,18706460.0,53000000.0,34293540.0
Pokémon the Movie: Kyurem vs. the Sword of Justice,2013-02-16,64.0,"Family,Animation,Action,Adventure,Fantasy,Science Fiction", Japanese,52390007.0,44057737.0,-8332270.0
My Friend's Wife,2015-12-03,52.0,Romance, Korean,136400000.0,328929749.2,192529749.2
The Girl with the Dragon Tattoo,2009-12-19,75.0,"Drama,Thriller,Crime,Mystery", Swedish,90000000.0,239373970.0,149373970.0
Sadako,2019-05-24,60.0,Horror, Japanese,5320000.0,5589910.0,269910.0
The Moment You Fall in Love,2016-12-17,76.0,"Drama,Animation,Romance,Comedy", Japanese,57000000.0,641318911.8,584318911.8
[REC]³ Genesis,2012-03-30,52.0,Horror," Spanish, Castilian",6400000.0,11019975.0,4619975.0
Ghost in the Shell 2: Innocence,2005-08-27,73.0,"Animation,Drama,Science Fiction", Japanese,2037792.0,9789651.0,7751859.0
Thawing Out,2009-01-31,59.0,"Comedy,Drama", French,135140000.0,665303616.4,530163616.4
Hero,2004-03-17,75.0,"Drama,Adventure,Action,History", Chinese,42000000.0,66787173.0,24787173.0
Ocean Waves,2010-06-30,64.0,"Animation,Drama,Romance,TV Movie", Japanese,177000000.0,283514513.6,106514513.60000002
The Spiritual Love,1992-11-26,55.0,"Horror,Fantasy", Cantonese,106400000.0,284648895.8,178248895.8
The Hidden Face,2011-09-16,73.0,"Thriller,Mystery"," Spanish, Castilian",92200000.0,533690923.6,441490923.6
An Egg-celent movie,2006-04-21,77.0,"Animation,Comedy"," Spanish, Castilian",800000.0,7800000.0,7000000.0
My Friend's Nice Mother 2,2018-04-26,50.0,Romance, Korean,174200000.0,509646047.6,335446047.6
Sleep Tight,2011-10-14,71.0,"Thriller,Horror"," Spanish, Castilian",5000000.0,8791590.0,3791590.0
Dead Snow,2009-01-09,60.0,"Horror,Comedy", Norwegian,800000.0,2166797.0,1366797.0
HK: Hentai Kamen 2 - Abnormal Crisis,2016-05-14,64.0,"Action,Comedy", Japanese,91400000.0,240920333.4,149520333.4
Tune in for Love,2019-08-28,79.0,"Romance,Drama", Korean,30355487.8,8631781.0,-21723706.8
Insurance Queen : Her Business Secrets,2017-08-03,48.0,Romance, Korean,148800000.0,665830147.0,517030147.0
Pokémon: Jirachi - Wish Maker,2003-07-19,66.0,"Family,Action,Animation,Adventure,Fantasy,Science Fiction", Japanese,8391625.8,334000000.0,325608374.2
Ghost in the Shell 2.0,2008-07-12,74.0,"Action,Animation,Science Fiction", Japanese,66600000.0,439119920.6,372519920.6
Taxi 4,2007-02-14,56.0,"Action,Comedy", French,17500000.0,60865364.0,43365364.0
Brotherhood of the Wolf,2002-11-28,67.0,"Adventure,Horror,Action,History", French,29000000.0,70752904.0,41752904.0
My Brother's Wife 2,2016-08-31,35.0,"Romance,Family,Drama", Korean,47270000.0,329856760.8,282586760.8
Don't Look Back,2009-06-03,56.0,"Drama,Horror,Mystery,Thriller", French,13000000.0,2651917.0,-10348083.0
Robin-B-Hood,2006-09-29,70.0,"Drama,Action,Comedy", Cantonese,136200000.0,435898845.0,299698845.0
"Love, Chunibyo & Other Delusions! Rikka Version",2013-09-14,72.0,"Comedy,Animation,Drama,Romance", Japanese,103600000.0,573527926.0,469927926.0
Neon Genesis Evangelion: Death and Rebirth,2002-08-16,75.0,"Drama,Science Fiction,Animation", Japanese,119600000.0,578876888.8,459276888.79999995
Kung Fu Yoga,2017-01-28,58.0,"Comedy,Mystery,Action,Adventure", Chinese,65000000.0,254212245.0,189212245.0
La Femme Nikita,1991-04-25,71.0,"Action,Thriller", French,8538703.0,5000000.0,-3538703.0
Good Mom's Friend 3,2019-10-28,10.0,"Drama,Romance", Korean,201940000.0,38157314.0,-163782686.0
At the End of the Tunnel,2016-04-21,71.0,"Crime,Thriller"," Spanish, Castilian",59700000.0,406691548.2,346991548.2
My Cousin Sister,2019-06-03,30.0,"Romance,Drama", Korean,15541000.0,38139010.0,22598010.0
A Chinese Torture Chamber Story,1994-05-19,55.0,"Horror,Drama,Adventure,Comedy", Cantonese,86500000.0,595359401.2,508859401.20000005
Rock on Fire,1994-08-18,60.0,"Action,Thriller", Cantonese,157000000.0,450337882.4,293337882.4
Police Story 3: Super Cop,1992-08-04,68.0,"Action,Crime,Thriller", Cantonese,900000.0,20483423.0,19583423.0
Exorcismo Documentado,2012-09-01,73.0,Horror," Spanish, Castilian",83400000.0,834649029.8,751249029.8
Battle Royale,2003-03-20,73.0,"Drama,Thriller,Action", Japanese,4500000.0,30600000.0,26100000.0
Ninja Scroll,1995-03-08,78.0,"Fantasy,Adventure,Animation", Japanese,60000000.0,161031087.4,101031087.4
Phantom of the Kill: Zero's Rebellion,2016-04-07,68.0,"Action,Animation,Adventure,Fantasy,Mystery", Japanese,145860000.0,411807946.6,265947946.60000002
I've Always Liked You,2016-04-23,76.0,"Animation,Drama,Romance", Japanese,61000000.0,339269019.4,278269019.4
Young Mother 3,2015-09-03,52.0,Romance, Korean,136400000.0,328929749.2,192529749.2
Sex and Zen III,1998-11-07,63.0,"Comedy,Romance,Drama,Adventure", Cantonese,105200000.0,502654387.4,397454387.4
Bad Genius,2017-05-03,79.0,"Drama,Crime,Thriller,Comedy", Thai,1839169.0,42350000.0,40510831.0
Vampire Hunter D: Bloodlust,2000-08-25,75.0,"Animation,Fantasy,Horror,Action", Japanese,7237504.6,151086.0,-7086418.6
Who Am I?,1998-01-17,71.0,"Adventure,Action,Comedy,Thriller", Cantonese,78000000.0,706371104.4,628371104.4
Three Steps Over Heaven,2004-03-12,57.0,"Drama,Romance", Italian,3040046.0,2062203.6,-977842.3999999999
The Hyena,1997-09-05,37.0,"Thriller,Romance", Italian,58670000.0,385960548.2,327290548.2
From Up on Poppy Hill,2012-12-20,75.0,"Animation,Drama", Japanese,22000000.0,61037844.0,39037844.0
Mia and the White Lion,2019-11-14,73.0,"Adventure,Family,Drama", French,9600000.0,35487190.0,25887190.0
Heidi,2019-08-07,71.0,"Adventure,Family", German,8800000.0,210324218.2,201524218.2
High Tension,2003-06-18,68.0,"Horror,Thriller,Mystery", French,2850000.0,6435262.0,3585262.0
Detective Conan: Magician of the Silver Sky,2004-04-17,69.0,"Animation,Mystery", Japanese,94400000.0,499328883.8,404928883.8
To Seduce an Enemy,2003-01-16,49.0,"Mystery,Crime", Cantonese,173800000.0,875944666.4,702144666.4
Fate/stay night: Heaven's Feel II. Lost Butterfly,2019-01-12,69.0,"Animation,Action,Fantasy,Drama,Romance", Japanese,55020000.0,19790000.0,-35230000.0
Plum Blossom,2000-10-14,59.0,"Romance,Drama", Korean,162100000.0,437846475.2,275746475.2
Doraemon: Nobita's Dorabian Nights,1991-03-09,74.0,"Animation,Adventure,Fantasy", Japanese,131600000.0,397057826.8,265457826.8
Rendel,2017-09-22,54.0,"Fantasy,Action,Crime", Finnish,1686858.0,1891907.0,205049.0
Obsessed,2014-05-14,69.0,Drama, Korean,20000000.0,73964713.0,53964713.0
Ip Man 4: The Finale,2019-12-20,72.0,"Action,Drama,History", Cantonese,52000000.0,176345966.0,124345966.0
Doraemon: Nobita and the Kingdom of Clouds,1992-03-07,72.0,"Animation,Fantasy", Japanese,71600000.0,797314974.6,725714974.6
Paprika,2006-10-21,78.0,"Animation,Mystery,Science Fiction,Thriller", Japanese,38061149.2,946590.0,-37114559.2
Kuroko's Basketball - Movie: Winter Cup - Shadow and Light,2016-09-03,67.0,Animation, Japanese,159400000.0,335498978.2,176098978.2
Death Note Relight 2: L's Successors,2009-12-10,73.0,"TV Movie,Thriller,Animation,Crime,Drama,Fantasy", Japanese,102200000.0,1165655469.8,1063455469.8
Assassination,2015-08-27,74.0,"Action,Drama,Thriller", Korean,2630000.0,96119773.0,93489773.0
La conjura de El Escorial,2008-09-05,44.0,History," Spanish, Castilian",132800000.0,545186295.4,412386295.4
Godzilla: Planet of the Monsters,2017-11-17,63.0,"Action,Science Fiction,Animation", Japanese,146200000.0,367718408.4,221518408.39999998
Mutual Relations,2015-11-26,54.0,"Comedy,Romance", Korean,98100000.0,376152925.6,278052925.6
Puppylove,2013-10-02,60.0,"Romance,Drama", French,73000000.0,544378189.4,471378189.4
Swapping: Perfect Neighbor,2019-11-04,47.0,Romance, Korean,135200000.0,947468745.8,812268745.8
The Awakener,2018-11-01,63.0,"Thriller,Action,Crime,Drama", Portuguese,3500000.0,2000000.0,-1500000.0
Pokémon the Movie: Black - Victini and Reshiram,2012-03-07,66.0,"Animation,Family,Adventure,Drama,Fantasy", Japanese,102000000.0,677502761.6,575502761.6
Jin-Roh: The Wolf Brigade,2000-06-03,74.0,"Animation,Science Fiction,Thriller", Japanese,90940000.0,436562886.4,345622886.4
Bleach the Movie: The DiamondDust Rebellion,2007-12-22,67.0,"Action,Adventure,Animation", Japanese,107000000.0,555345100.4,448345100.4
Boys on the Rooftop,2016-03-05,44.0,," Spanish, Castilian",132800000.0,545186295.4,412386295.4
The Snitch Cartel,2011-11-11,70.0,"Drama,Crime"," Spanish, Castilian",98600000.0,674711852.2,576111852.2
Naked Poison,2000-09-23,52.0,"Horror,Thriller", Cantonese,121600000.0,346296946.4,224696946.39999998
How Much Do You Love Me?,2005-10-26,57.0,"Romance,Comedy", French,107800000.0,760198381.4,652398381.4
The Hunt,2013-05-02,81.0,Drama, Danish,18200000.0,12400979.0,-5799021.0
A Frozen Flower,2008-12-30,69.0,Drama, Korean,10000000.0,18980744.0,8980744.0
Erotic Nightmare,1999-05-20,54.0,Horror, Cantonese,130800000.0,249577615.2,118777615.19999999
Troll Hunter,2010-10-29,67.0,"Fantasy,Horror"," Bokmål, Norwegian, Norwegian Bokmål",3500000.0,4159678.0,659678.0
The Disappearance of Haruhi Suzumiya,2010-02-05,77.0,"Comedy,Science Fiction,Mystery,Animation,Drama", Japanese,123000000.0,709727102.6,586727102.6
Better Days,2019-10-25,83.0,Drama, Chinese,9919000.0,225879065.0,215960065.0
Chained - The Seduction of Two Women,2017-04-11,60.0,"Drama,Romance", Korean,140200000.0,132578310.8,-7621689.200000003
Chronicles of the Ghostly Tribe,2015-09-30,59.0,"Adventure,Action,Thriller", Chinese,19600000.0,99849421.0,80249421.0
Yojimbo,2000-01-01,81.0,"Drama,Thriller", Japanese,80660000.0,358911689.6,278251689.6
The Second Wife,1998-11-05,53.0,"Comedy,Romance", Italian,119050080.0,513557670.6,394507590.6
L.O.R.D: Legend of Ravaging Dynasties,2016-09-29,71.0,"Animation,Fantasy,Drama,Science Fiction", Chinese,102800000.0,378633011.2,275833011.2
Kizumonogatari Part 2: Nekketsu,2016-08-19,81.0,"Animation,Fantasy,Mystery", Japanese,60380000.0,1225860042.8,1165480042.8
Tales from Earthsea,2007-07-25,66.0,"Animation,Fantasy,Adventure", Japanese,22000000.0,68625104.0,46625104.0
Sex and the Central,2003-02-06,25.0,"Drama,Romance,Comedy", Cantonese,9541040.0,38139010.0,28597970.0
The Lives of Others,2007-01-30,80.0,"Drama,Thriller", German,2000000.0,70000000.0,68000000.0
Loving Pablo,2018-03-09,63.0,"Crime,Drama"," Spanish, Castilian",4667008.0,17535962.0,12868954.0
Pokémon the Movie: Genesect and the Legend Awakened,2013-07-13,66.0,"Action,Adventure,Animation,Family", Japanese,71200000.0,32300000.0,-38900000.0
Friend's Young Mom,2019-10-23,30.0,Romance, Korean,15541000.0,38139010.0,22598010.0
Mi Prima La Sexóloga,2016-07-21,71.0,Comedy," Spanish, Castilian",15000.0,115035658.8,115020658.8
All About Lily Chou-Chou,2001-10-06,73.0,"Drama,Crime", Japanese,117000000.0,381900993.4,264900993.39999998
Case Closed: The Crimson Love Letter,2017-04-15,65.0,"Action,Adventure,Animation,Crime,Mystery", Japanese,52948531.4,63147576.0,10199044.600000001
I Am a Hero,2016-04-23,73.0,"Action,Horror,Drama", Japanese,138000000.0,466087385.8,328087385.8
A Taxi Driver,2017-08-02,81.0,"Action,Drama,History", Korean,12820005.0,81927980.0,69107975.0
Pokémon: Mewtwo Returns,2001-08-17,66.0,"Animation,Family,Action,Adventure,Drama,Fantasy", Japanese,133000000.0,492378636.4,359378636.4
Mune: Guardian of the Moon,2015-10-14,73.0,"Animation,Family,Adventure,Fantasy", French,17000000.0,15730665.0,-1269335.0
Sister's Younger Husband,2016-10-11,56.0,"Comedy,Drama,Romance", Korean,115000000.0,823771524.0,708771524.0
Capernaum,2019-02-07,82.0,Drama, Arabic,4000000.0,64978931.0,60978931.0
Battle for Sevastopol,2015-04-02,74.0,"War,Drama,Romance", Russian,5000000.0,20360625.8,15360625.8
Champions,2019-04-16,76.0,"Drama,Comedy"," Spanish, Castilian",4920975.0,20121318.0,15200343.0
Palm Trees in the Snow,2015-12-25,74.0,"Drama,History,Romance"," Spanish, Castilian",11332619.0,11229499.8,-103119.19999999925
Summer Wars,2010-04-20,75.0,Animation, Japanese,1065504.6,18434328.0,17368823.4
The Night Parade,2013-01-30,65.0,Romance, French,66400000.0,489432270.8,423032270.8
"Sex, Party and Lies",2011-05-13,45.0,"Comedy,Drama"," Spanish, Castilian",1243777.2,5723917.0,4480139.8
Ordinary People,2018-11-07,68.0,"Thriller,Mystery", Korean,6200000.0,52302978.0,46102978.0
Crimson Rivers II: Angels of the Apocalypse,2004-02-18,61.0,"Action,Thriller,Crime", French,13600000.0,40152148.0,26552148.0
Lupin the Third vs. Detective Conan: The Movie,2013-12-07,69.0,"Animation,Action,Thriller", Japanese,85540000.0,473090744.2,387550744.2
Godzilla: City on the Edge of Battle,2018-05-18,64.0,"Animation,Science Fiction", Japanese,51400000.0,519039594.0,467639594.0
The Red Thread,2016-05-19,63.0,"Drama,Romance"," Spanish, Castilian",120000000.0,303727772.6,183727772.60000002
The Pornographer,2001-10-03,46.0,Drama, French,6461098.6,126.0,-6460972.6
The Ark,2007-11-17,46.0,"Animation,Adventure,Family"," Spanish, Castilian",116500000.0,636383185.2,519883185.20000005
Goodnight Mommy,2016-04-20,67.0,"Horror,Drama,Thriller,Mystery", German,61140900.0,2193474.0,-58947426.0
Bayala: A Magical Adventure,2019-10-24,58.0,"Adventure,Animation,Family,Fantasy", German,6324600.0,521149.0,-5803451.0
Nobody Knows,2004-08-07,80.0,Drama, Japanese,172000000.0,682835308.6,510835308.6
Kizumonogatari Part 1: Tekketsu,2016-01-08,78.0,"Animation,Fantasy,Mystery", Japanese,136000000.0,596365973.8,460365973.79999995
King of Thorn,2010-05-01,66.0,"Fantasy,Animation,Science Fiction", Japanese,102800000.0,448180574.8,345380574.8
Journey to the West: Conquering the Demons,2013-02-10,70.0,"Action,Fantasy,Adventure,Comedy", Chinese,13457040.0,215000000.0,201542960.0
Ring,2001-09-13,71.0,"Horror,Thriller", Japanese,1200000.0,19400000.0,18200000.0
My Girlfriend's Mother 3,2019-03-22,10.0,"Romance,Drama", Korean,198540000.0,38157314.0,-160382686.0
Vico C: The Life of a Philosopher,2017-08-17,74.0,Drama," Spanish, Castilian",67800000.0,653988016.4,586188016.4
She and Her Cat: Everything Flows,2016-05-21,69.0,"Animation,Drama", Japanese,136900000.0,278909359.2,142009359.2
Trigun: Badlands Rumble,2010-04-22,75.0,"Action,Animation,Science Fiction,Adventure", Japanese,133000000.0,550895176.6,417895176.6
The Seventh Seal,2005-08-26,82.0,"Fantasy,Drama", Swedish,156740000.0,878558930.6,721818930.6
House of Flying Daggers,2004-09-28,73.0,"Adventure,Drama,Action", Chinese,12000000.0,92863945.0,80863945.0
"Love, Chunibyo & Other Delusions! Take On Me",2018-01-06,80.0,"Animation,Comedy,Fantasy", Japanese,20142000.0,1822043.0,-18319957.0
Hunter x Hunter: Phantom Rouge,2013-01-12,72.0,"Animation,Adventure,Fantasy,Action", Japanese,29060000.0,12705094.0,-16354906.0
The Tale of The Princess Kaguya,2014-06-25,81.0,"Animation,Drama,Fantasy", Japanese,49300000.0,24366656.0,-24933344.0
Pokémon: Zoroark - Master of Illusions,2010-07-10,68.0,"Family,Animation,Adventure,Fantasy", Japanese,106631600.0,519283621.8,412652021.8
Leal,2018-08-02,71.0,"Action,Crime,Drama"," Spanish, Castilian",153000000.0,356935816.8,203935816.8
Fullmetal Alchemist the Movie: Conqueror of Shamballa,2006-10-11,72.0,"Action,Adventure,Animation,Drama", Japanese,125031600.0,408208701.6,283177101.6
Love,2015-07-31,65.0,"Drama,Romance", French,3000000.0,249083.0,-2750917.0
Naruto: The Lost Story - Mission: Protect the Waterfall Village!,2003-12-20,72.0,"Animation,Action,Adventure", Japanese,98500000.0,479882220.2,381382220.2
Napping Princess,2017-03-18,66.0,"Fantasy,Adventure,Animation,Drama,Science Fiction", Japanese,124500000.0,1125684609.8,1001184609.8
Lu Over the Wall,2017-05-19,71.0,"Animation,Family,Fantasy,Adventure,Comedy,Music", Japanese,110500000.0,376442264.8,265942264.8
Bleach,2018-07-20,66.0,"Action,Fantasy,Adventure", Japanese,37078629.0,3729856.0,-33348773.0
Sailor Moon SuperS: The Movie: Black Dream Hole,2002-07-11,81.0,"Animation,Fantasy,Action,Romance,Comedy", Japanese,170000000.0,662012718.2,492012718.20000005
Godzilla: Final Wars,2004-12-04,70.0,"Action,Adventure,Science Fiction,Fantasy,Thriller", Japanese,19500000.0,12000000.0,-7500000.0
Pokémon the Movie: White - Victini and Zekrom,2012-02-18,66.0,"Animation,Family,Adventure,Drama,Fantasy", Japanese,102000000.0,677502761.6,575502761.6
Euphoria,2018-10-25,65.0,Drama, Italian,95600000.0,305560367.8,209960367.8
Run Lola Run,1999-06-18,73.0,"Action,Drama,Thriller", German,1530000.0,7267585.0,5737585.0
Grave of the Fireflies,2005-11-01,78.0,Drama, Japanese,101400000.0,569937260.2,468537260.20000005
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007-03-03,68.0,"Action,Adventure,Comedy,Drama,Animation", Japanese,60804639.8,7090891.0,-53713748.8
Wolf Warrior 2,2017-07-27,66.0,"War,Action,Drama", Chinese,29700000.0,870322670.0,840622670.0
Batman Ninja,2018-05-14,58.0,"Animation,Action,Science Fiction", Japanese,87000000.0,322504884.2,235504884.2
"Lust, Caution",2007-09-27,72.0,"Action,Drama,Romance,Thriller", Chinese,15000000.0,67091915.0,52091915.0
My Neighbors the Yamadas,2005-10-19,70.0,"Animation,Family", Japanese,165000000.0,509012026.8,344012026.8
Winx Club: The Secret of the Lost Kingdom,2007-11-29,70.0,"Fantasy,Animation,Family", Italian,31052475.0,16688332.0,-14364143.0
Viva Erotica,1996-11-28,66.0,"Comedy,Drama", Cantonese,101600000.0,354385756.2,252785756.2
Lover of the Last Empress,1995-03-17,62.0,Drama, Chinese,110800000.0,408974526.0,298174526.0
丈夫去上班的日子里,2019-12-18,0.0,, Chinese,167540000.0,175269998.8,7729998.800000012
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",2008-03-01,71.0,"Action,Animation,Adventure,Comedy", Japanese,34420939.2,8654110.0,-25766829.200000003
Naked Killer,1992-12-03,55.0,"Action,Crime,Romance", Cantonese,85800000.0,337451470.8,251651470.8
My Sassy Girl,2001-07-27,75.0,"Drama,Comedy,Romance", Korean,90200000.0,693402193.4,603202193.4
TEKKEN: Blood Vengeance,2011-09-03,68.0,"Action,Animation,Science Fiction", Japanese,172000000.0,505864462.2,333864462.2
Mom's Friend,2015-08-20,62.0,"Drama,Romance", Korean,100200000.0,288405522.6,188205522.60000002
Chapo: El Escape Del Siglo,2016-01-15,56.0,"Thriller,Action,Adventure,Crime"," Spanish, Castilian",134298000.0,341476740.4,207178740.39999998
One Piece: Chopper's Kingdom on the Island of Strange Animals,2002-03-02,68.0,"Action,Animation,Adventure", Japanese,28104639.8,13107237.0,-14997402.8
Madame Bamboo,1991-03-10,30.0,"Drama,Comedy", Cantonese,15541000.0,38139010.0,22598010.0
Audition,2000-09-08,71.0,"Horror,Drama", Japanese,250000.0,359853.0,109853.0
Zombie Ass: Toilet of the Dead,2012-02-25,48.0,"Comedy,Horror", Japanese,109000000.0,863034975.4,754034975.4
A Man Called Ove,2015-12-25,76.0,"Comedy,Drama", Swedish,3482701.8,30692889.0,27210187.2
May the Devil Take You,2018-08-09,62.0,"Horror,Thriller", Indonesian,83600000.0,320393939.4,236793939.39999998
The Gigolo,2015-01-29,47.0,"Romance,Drama,Comedy", Cantonese,4325000.0,709136.0,-3615864.0
Macross: Do You Remember Love?,2015-01-09,72.0,"Animation,Science Fiction,War,Action", Japanese,97000000.0,1112756596.4,1015756596.4000001
City Hunter,1993-01-16,65.0,"Action,Adventure,Comedy,Romance", Cantonese,78300000.0,552872808.2,474572808.20000005
The 33D Invader,2011-10-06,51.0,"Comedy,Science Fiction", Chinese,79850080.0,226796019.6,146945939.6
